1	2	1
1	515	1
1	661	1
2	2	3
2	515	2
2	516	3
2	661	3
3	2	1
3	515	1
3	661	1
4	2	1
4	515	1
4	661	1
4	989	1
5	2	2
5	4	3
5	989	1
6	2	2
6	4	3
7	2	3
8	2	1
8	3	2
8	4	3
8	93	2
8	661	6
8	663	1
8	664	1
8	724	1
8	933	3
9	2	1
10	2	1
11	2	1
12	2	1
12	3	1
13	2	1
13	3	2
14	2	1
14	3	1
15	2	1
15	3	1
16	2	1
16	3	3
17	2	1
18	2	1
19	2	1
20	2	1
20	3	1
21	2	1
21	3	2
22	2	1
22	3	1
23	2	1
23	3	4
24	2	1
24	4	1
24	22	2
24	25	1
24	52	1
24	66	1
24	69	1
24	195	1
24	516	1
24	549	1
24	639	3
24	663	1
24	700	1
24	1024	1
24	1167	3
24	1312	2
24	1313	2
24	1321	2
24	1322	3
24	1459	2
24	1460	2
24	1461	2
24	1462	2
24	1488	1
24	1492	1
24	1655	1
24	1713	2
24	1739	2
24	1752	1
24	1758	2
25	2	2
25	661	1
26	2	2
26	661	1
27	2	1
28	2	1
28	661	1
29	2	1
30	2	1
31	2	1
31	661	1
32	2	1
32	661	1
33	2	1
33	25	1
33	31	4
33	32	3
33	33	3
33	34	3
33	66	3
33	73	2
33	93	1
33	163	1
33	450	1
33	503	2
33	516	1
33	531	1
33	533	1
33	536	1
33	542	2
33	545	1
33	661	1
33	666	1
33	668	1
33	672	1
33	674	2
33	682	1
33	683	1
33	684	2
33	685	1
33	686	1
33	687	1
33	688	1
33	701	1
33	704	1
33	734	2
33	989	3
33	992	3
33	994	1
33	997	1
33	998	1
33	999	1
33	1002	1
33	1005	1
33	1007	1
33	1008	1
33	1009	1
33	1013	1
33	1016	1
33	1018	1
33	1020	1
33	1119	1
33	1120	1
33	1313	2
33	1470	3
33	1479	1
33	1491	1
33	1501	1
33	1615	2
33	1621	1
33	1645	2
33	1654	2
33	1659	1
33	1663	2
33	1665	1
33	1713	3
33	1716	1
33	1739	2
33	1740	1
33	1745	2
33	1758	4
33	1765	2
33	1766	1
34	2	1
34	93	1
34	503	2
34	516	1
34	531	1
34	661	1
34	704	2
34	990	1
34	993	2
34	1018	2
34	1020	2
34	1471	2
34	1647	2
34	1655	2
35	2	1
35	93	1
35	503	1
35	516	1
35	661	1
35	704	1
35	993	1
35	1018	1
35	1020	1
35	1471	1
35	1647	1
35	1655	1
36	2	1
36	5	2
36	25	1
36	31	3
36	32	4
36	33	4
36	34	4
36	93	1
36	101	1
36	141	2
36	163	1
36	450	1
36	478	1
36	504	1
36	516	1
36	527	3
36	530	2
36	533	1
36	536	1
36	542	1
36	543	1
36	625	1
36	661	1
36	666	1
36	668	1
36	672	1
36	674	3
36	675	3
36	682	1
36	683	1
36	684	1
36	685	1
36	686	1
36	687	1
36	688	1
36	692	1
36	701	1
36	719	1
36	734	2
36	828	2
36	985	1
36	989	1
36	992	1
36	994	1
36	997	1
36	998	1
36	999	1
36	1002	1
36	1007	1
36	1012	1
36	1014	1
36	1016	1
36	1018	2
36	1020	2
36	1155	1
36	1470	1
36	1479	1
36	1486	1
36	1491	3
36	1501	1
36	1523	1
36	1524	1
36	1551	1
36	1615	1
36	1621	2
36	1648	1
36	1652	1
36	1655	2
36	1663	1
36	1665	1
36	1713	2
36	1716	1
36	1739	3
36	1752	2
36	1753	2
36	1758	6
36	1766	2
37	2	1
37	662	1
38	2	1
38	662	1
39	2	1
39	662	1
40	2	1
40	662	1
41	2	1
41	662	1
42	2	1
42	662	1
43	2	1
43	662	1
44	3	1
45	3	1
46	3	1
47	3	1
47	662	1
48	3	1
48	662	1
49	3	1
49	528	3
49	662	1
49	923	2
49	924	2
49	925	1
49	928	3
49	990	1
49	1013	1
49	1471	1
49	1652	1
49	1752	1
49	1758	1
50	3	1
50	662	1
51	3	1
51	662	1
52	3	1
53	3	1
54	3	1
55	3	1
55	4	3
56	3	1
56	453	1
56	664	1
56	848	1
56	850	1
56	852	1
56	989	1
57	3	1
57	106	1
57	151	1
57	262	1
57	266	1
57	453	1
57	541	1
57	664	1
57	692	1
57	733	2
57	848	1
57	850	1
57	852	1
57	984	1
57	989	1
57	992	1
57	1336	1
57	1377	2
57	1476	1
58	3	1
59	3	2
60	3	1
61	3	1
62	3	1
63	3	1
64	3	1
65	3	1
66	3	1
67	3	1
68	3	1
69	3	1
70	3	1
71	3	1
72	3	1
73	3	1
74	3	1
75	3	1
76	3	1
77	3	1
78	3	1
79	3	1
80	3	1
81	4	1
81	69	1
81	195	1
81	1312	1
81	1488	1
81	1492	1
81	1713	1
81	1739	1
81	1758	1
82	4	1
83	4	1
84	4	1
85	4	1
86	4	1
87	4	1
88	4	1
89	4	1
90	4	1
91	4	1
92	4	1
92	141	1
92	142	1
92	450	1
92	468	1
92	478	1
92	504	1
92	516	1
92	527	1
92	530	1
92	533	1
92	536	1
92	542	2
92	543	1
92	545	1
92	663	1
92	666	1
92	668	1
92	672	1
92	674	1
92	675	1
92	682	1
92	683	1
92	684	1
92	685	1
92	686	1
92	687	1
92	688	1
92	692	3
92	701	2
92	726	1
92	734	1
92	985	1
92	990	5
92	992	1
92	994	1
92	997	1
92	998	1
92	999	1
92	1002	1
92	1007	1
92	1014	1
92	1471	1
92	1479	1
92	1491	2
92	1551	1
92	1648	1
92	1655	2
92	1714	1
92	1739	2
92	1753	1
92	1758	3
92	1766	3
93	4	1
93	663	1
94	4	1
95	4	1
96	4	1
97	4	2
97	986	1
98	4	2
99	4	2
100	4	2
100	93	3
100	94	1
100	99	1
100	101	1
100	515	2
100	516	1
100	517	1
100	518	1
100	661	2
100	664	3
100	991	2
100	992	1
100	1325	1
100	1471	1
101	4	1
102	4	1
103	4	1
104	4	1
104	1493	3
104	1495	1
105	4	1
106	4	1
106	515	1
106	520	1
106	665	1
107	5	1
107	1480	1
108	5	1
108	1480	1
109	5	2
109	1480	1
109	1487	1
110	5	2
111	5	1
111	891	1
111	903	1
112	5	1
113	5	3
114	5	1
115	5	2
116	5	2
117	5	2
118	5	5
119	5	1
120	5	1
121	5	1
122	5	2
123	5	1
124	5	1
125	5	1
126	5	1
127	5	1
128	5	1
129	5	1
130	5	1
130	816	1
131	5	1
131	675	1
131	1028	1
132	5	1
132	675	1
132	965	1
132	1028	1
133	5	1
134	5	1
134	23	1
134	446	1
134	543	1
134	641	1
134	719	1
134	723	1
134	729	1
134	731	3
134	734	1
134	1203	1
134	1315	2
134	1501	1
134	1652	1
135	5	1
135	6	2
135	166	1
135	167	1
135	168	2
135	169	1
135	172	1
135	173	1
135	176	1
135	177	1
135	419	2
135	421	1
135	422	2
135	891	2
135	897	1
135	899	1
135	900	1
135	903	1
135	906	1
135	908	1
135	914	1
135	1422	1
135	1423	1
135	1424	3
135	1425	1
135	1428	1
135	1435	3
135	1442	1
135	1448	1
135	1480	1
135	1481	4
135	1482	2
135	1487	1
136	5	1
137	6	1
138	6	1
139	6	1
140	6	1
141	6	1
142	6	1
143	6	1
144	6	2
145	6	2
146	6	2
147	6	2
148	6	2
149	6	2
150	6	2
151	6	2
152	6	2
153	6	2
154	6	2
155	6	2
156	6	1
157	6	1
158	6	1
158	902	1
158	1487	1
159	7	1
159	538	1
160	7	3
160	8	2
160	9	3
160	23	2
160	125	4
160	281	2
160	282	1
160	283	1
160	284	2
160	286	1
160	287	1
160	288	1
160	289	1
160	290	1
160	291	1
160	292	1
160	293	1
160	294	1
160	295	1
160	538	7
160	803	2
160	804	2
160	805	3
160	808	2
160	811	2
160	812	2
160	815	5
160	818	2
160	820	2
160	935	1
160	1368	1
160	1369	1
160	1370	1
160	1372	1
160	1374	1
160	1375	1
160	1758	1
161	7	3
161	8	2
161	9	3
161	23	2
161	125	4
161	281	2
161	282	1
161	283	1
161	284	2
161	286	1
161	287	1
161	288	1
161	289	1
161	290	1
161	291	1
161	292	1
161	293	1
161	294	1
161	295	1
161	538	7
161	803	2
161	804	2
161	805	2
161	808	2
161	811	2
161	812	2
161	815	5
161	818	2
161	820	2
161	935	1
161	1368	1
161	1369	1
161	1370	1
161	1372	1
161	1374	1
161	1375	1
161	1758	1
162	7	1
162	538	1
163	7	1
163	538	1
164	7	1
165	7	1
166	7	1
166	8	1
167	7	1
167	8	1
168	7	1
168	8	2
168	10	2
168	18	1
169	7	1
169	8	2
169	10	2
169	18	1
170	7	2
170	8	2
170	9	1
171	7	1
172	7	1
173	7	1
173	8	1
174	7	1
174	8	1
175	7	1
175	8	1
175	10	1
175	21	1
175	1108	1
175	1758	1
176	7	1
176	8	2
176	9	1
176	13	1
176	1758	15
177	7	2
177	8	3
177	9	4
177	10	2
177	11	6
177	12	3
177	15	1
177	22	1
178	7	1
179	7	1
179	23	1
180	7	1
180	125	2
180	281	1
180	282	1
180	283	1
180	284	1
180	286	1
180	287	1
180	288	1
180	289	1
180	291	1
180	293	1
180	294	1
180	538	4
180	803	1
180	804	1
180	808	1
180	811	1
180	815	3
180	1369	1
180	1372	1
180	1375	1
181	7	3
181	9	2
181	23	1
181	125	2
181	281	1
181	282	1
181	283	1
181	284	1
181	286	1
181	287	1
181	288	1
181	289	1
181	291	1
181	293	1
181	294	1
181	308	1
181	538	4
181	803	1
181	804	1
181	805	1
181	807	1
181	808	1
181	809	1
181	810	1
181	811	2
181	812	1
181	815	3
181	1369	1
181	1372	1
181	1375	1
181	1379	1
182	7	1
182	107	1
182	153	1
182	450	1
182	481	1
182	540	1
182	880	1
182	881	1
182	926	1
182	1010	1
182	1399	1
182	1402	1
182	1403	1
182	1479	1
182	1523	1
182	1524	1
182	1653	1
182	1656	1
182	1660	1
182	1751	1
183	7	2
183	9	2
183	23	1
183	805	1
183	807	1
183	809	1
183	810	1
183	811	1
183	812	1
184	7	1
185	7	1
186	7	1
186	8	1
186	10	1
186	820	1
187	7	1
187	1484	1
188	7	1
189	7	1
190	7	1
191	7	1
191	307	1
191	481	1
191	832	1
191	833	1
191	1751	1
192	7	1
192	9	1
193	7	1
193	9	1
194	8	2
194	9	1
195	8	1
195	9	1
195	284	1
195	747	1
195	759	1
195	1017	1
195	1030	1
195	1037	1
195	1527	1
195	1660	1
195	1758	1
196	8	1
196	9	1
197	8	1
197	9	1
198	8	3
198	10	1
198	17	1
198	22	2
199	8	2
199	10	2
199	15	1
200	8	1
200	10	1
201	8	1
202	8	4
202	20	1
202	21	1
203	8	1
204	8	3
205	8	1
206	8	2
207	8	1
208	8	1
209	8	1
210	8	1
211	8	1
212	8	1
213	8	1
214	8	1
215	8	1
216	8	1
217	8	1
218	8	1
219	8	1
219	10	1
220	8	1
220	21	1
221	8	1
221	21	1
222	8	1
222	21	1
223	8	1
223	21	1
224	9	2
224	639	1
224	822	1
224	1488	2
224	1739	1
224	1758	1
225	9	1
226	9	1
227	9	1
227	822	1
227	1313	1
227	1488	1
227	1713	1
227	1739	1
227	1758	2
228	9	1
228	822	1
228	1313	1
228	1488	1
228	1713	1
228	1739	1
228	1758	2
229	9	1
230	9	1
231	9	1
232	9	1
233	9	1
234	9	1
235	9	1
236	9	1
237	9	1
237	23	1
237	1488	1
238	9	1
239	9	1
240	9	1
240	12	1
241	9	1
242	9	2
242	10	2
243	9	1
244	9	1
245	9	1
246	9	1
247	9	1
247	12	1
248	9	1
248	12	1
